"","date.x","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","name","age","gender","race","date.y","cause_of_death","wapo_armed","wapo_threat_level","officer_known_past_shootings","year","mappingPreGF","mappingPostGF","mappingBlackOnlyPreGF","mappingBlackOnlyPostGF"
"19447",2017-12-10,"east rutherford, new jersey","racism","Olivier Vernon","National anthem protest; protesting racial inequality",1,1,1,1,34003,"3419510",9584,584,584,2313,7187,523,138,25,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20108",2017-12-17,"east rutherford, new jersey","racism","Olivier Vernon","National anthem protest; protesting racial inequality",1,1,1,1,34003,"3419510",9584,584,584,2313,7187,523,138,25,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20453",2017-12-24,"east rutherford, new jersey","racism","Russell Okung","National anthem protest; protesting racial inequality",1,1,1,1,34003,"3419510",9584,584,584,2313,7187,523,138,25,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21203",2017-12-31,"east rutherford, new jersey","racism","Olivier Vernon","National anthem protest; protesting racial inequality",1,1,1,1,34003,"3419510",9584,584,584,2313,7187,523,138,25,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22209",2018-01-15,"coolidge, arizona","racism","New Destiny Christian Center","Rallying for racial equality",1,NA,NA,NA,4021,"0415500",12685,1129,1129,718,7994,344,37,57,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22815",2018-01-15,"iowa, iowa","racism","general protestors","Rallying for racial equality",1,NA,NA,NA,19103,"1938595",74950,6203,5887,11120,39626,6628,2498,3175,20646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22871",2018-01-15,"thibodaux, louisiana","racism","general protestors","Rallying for racial equality",1,NA,NA,NA,22057,"2275425",14494,5118,4527,1673,8637,622,114,155,1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22924",2018-01-15,"marquette, michigan","racism","College Students","MLK Remembrance March",0,100,100,100,26103,"2651900",20822,816,185,3373,11745,1216,313,281,5330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23160",2018-01-15,"athens, ohio","racism","Students","Rallying for racial equality",1,360,360,360,39009,"3902736",24984,1396,745,1883,7459,1878,146,1066,14558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23437",2018-01-15,"bryan, texas","racism","general protestors","Rallying for racial equality",1,200,200,200,48041,"4810912",84096,14317,13217,8147,51437,3480,807,1239,7147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23636",2018-01-15,"orange, texas","racism","Repurpose","for repurposing Confederate Memorial of the Wind, against white supremacy",1,12,12,12,48361,"4854132",18762,6023,5935,1732,13119,335,83,68,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23994",2018-01-16,"framingham, massachusetts","racism","general protestors","March for racial equality",1,100,100,100,25017,"2524960",72308,5288,4997,13916,51702,7422,1612,1638,4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25752",2018-02-10,"south burlington, vermont","racism","The People of Color Caucus in Burlington","Protesting white nationalism",1,200,250,225,50007,"5066175",19162,234,224,4998,14354,1818,714,467,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26282",2018-02-15,"plattsburgh, new york","education; racism","general protestors; students of SUNY Plattsburgh","Protesting a racist Snapchat message sent by student",1,NA,NA,NA,36019,"3658574",19465,811,410,1703,10945,1475,260,238,3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26290",2018-02-16,"plattsburgh, new york","racism","general protestors","Protesting racist social media post",0,200,200,200,36019,"3658574",19465,811,410,1703,10945,1475,260,238,3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26683",2018-02-21,"chapel hill, north carolina","racism","general protestors","Protesting planned white nationalist rally",1,NA,NA,NA,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27103",2018-02-28,"indianola, iowa","education; racism","Students","Protesting racism on campus",0,24,24,24,19181,"1938280",15802,29,0,2002,9834,739,177,159,1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27455",2018-03-05,"terry, mississippi","education; racism","Students","Protesting lack of black history month teaching",0,NA,NA,NA,28049,"2872680",1286,914,888,165,816,104,5,29,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28649",2018-04-04,"tuskegee, alabama","racism","general protestors","Rallying for racial equality",0,6,6,6,1087,"0177304",8486,8263,6158,727,4465,379,38,37,2467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29295",2018-04-04,"arlington, massachusetts","racism","general protestors","Rallying for racial equality",0,11,11,11,25017,"2501640",45304,1403,1319,9961,33360,9198,1787,2693,1383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29297",2018-04-04,"beltsville, maryland","racism","Remember MLK Jr.","Rallying for racial equality",0,NA,NA,NA,24033,"2406400",17812,5828,5713,2438,11729,1400,174,259,1285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29309",2018-04-04,"westfield, new jersey","racism","general protestors","Rallying for racial equality",0,23,23,23,34039,"3479040",29877,1184,1125,7671,19432,4405,1734,591,1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29534",2018-04-04,"bethlehem, pennsylvania","racism","Bethlehem NAACP","March for racial equality",0,NA,NA,NA,42095,"4206088",75461,6323,5897,8765,49881,3894,1027,880,8379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29710",2018-04-07,"tarrytown, new york","racism; women's rights","Black Lives Matter Hudson Valley","Black women's march",1,100,100,100,36119,"3673176",11436,668,638,2341,8566,1713,648,342,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29972",2018-04-14,"west haverstraw, new york","economy; racism","general protestors","Protesting employment discrimination at store",0,40,40,40,36087,"3680203",10250,1855,1853,716,6588,355,97,20,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30103",2018-04-17,"greencastle, indiana","education; racism","Students","Protesting racism on campus",0,100,100,100,18133,"1829358",10296,229,127,595,5369,291,32,162,2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30104",2018-04-17,"auburn, michigan","racism","general protestors","Rallying in support of the confederate flag",2,24,24,24,26017,"2604080",2109,0,0,313,1547,61,24,9,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30105",2018-04-17,"auburn, michigan","racism","general protestors","Counter-protest; protesting white supremacy",1,NA,NA,NA,26017,"2604080",2109,0,0,313,1547,61,24,9,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30325",2018-04-18,"auburn, michigan","racism","general protestors","Rallying in support of the confederate flag",2,20,20,20,26017,"2604080",2109,0,0,313,1547,61,24,9,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30326",2018-04-18,"auburn, michigan","racism","general protestors","Protesting white nationalism",1,NA,NA,NA,26017,"2604080",2109,0,0,313,1547,61,24,9,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31224",2018-04-27,"greenwich, connecticut","racism","YWCA Greenwich","Rally against racism",0,NA,NA,NA,9001,"0933690",13287,1022,1019,2919,9451,1947,603,227,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31331",2018-04-28,"pikeville, kentucky","racism","Progress Pikeville","Protesting white supremacy",1,34,34,34,21195,"2160852",6810,199,122,723,4314,322,300,110,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31803",2018-05-08,"aurora, new york","education; racism","students","Protesting racism on campus",0,24,24,24,36011,"3603188",661,25,4,50,244,45,9,41,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32127",2018-05-12,"westmoreland, new york","education; racism","general protestors","Protesting white supremacist student",1,30,30,30,36065,"3680522",658,0,0,42,434,30,0,27,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33324",2018-05-22,"mineola, new york","immigration; presidency; racism","general protestors","against Trump's xenophobia and racism; support immigrants",1,25,25,25,36059,"3647636",19186,489,489,3492,14840,1909,646,186,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33649",2018-05-25,"biddeford, maine","racism","general protestors","protesting racially-motivated attack",0,24,24,24,23031,"2304860",21462,677,654,2643,14865,1074,290,115,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34369",2018-06-02,"rockland, maine","immigration; racism; religion","general protestors","against Maine First's racist, anti-immigrant, anti-Muslim agenda",0,6,6,6,23013,"2363590",7178,0,0,1047,5258,547,80,67,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34784",2018-06-10,"palisades park, new jersey","racism; women's rights","general protestors","protesting racist remarks made by mother of mayor James Rotundo",0,300,300,300,34003,"3455770",20604,208,208,5587,15332,1016,294,123,1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35906",2018-06-22,"lewisburg, pennsylvania","lgbtqia; racism","general protestors","rallying in support of LGBTQ non-discrimination ordinance",0,40,40,40,42119,"4242976",5723,105,18,504,2718,482,32,333,2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35966",2018-06-23,"adrian, michigan","economy; racism","Poor People’s Campaign","against racism and poverty",1,50,50,50,26091,"2600440",20572,984,794,1334,12787,702,112,109,2541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37055",2018-07-13,"holly hill, south carolina","racism","general protestors","Protesting Confederate Flag",1,9,9,9,45075,"4534360",1335,800,800,94,863,42,3,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37410",2018-07-18,"chapel hill, north carolina","education; racism","general protestors","protesting added security costs to protect Confederate monument on campus",1,20,20,20,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39683",2018-08-20,"chapel hill, north carolina","education; racism","general protestors","for removing Silent Sam Confederate monument from University of North Carolina campus",1,250,250,250,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39684",2018-08-20,"chapel hill, north carolina","education; racism","ACTBAC","against removing Silent Sam Confederate monument from University of North Carolina campus",2,NA,NA,NA,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40013",2018-08-25,"chapel hill, north carolina","education; racism","general protestors","against protest against removal of Confederate monument from University of North Carolina campus, against white supremacy",1,100,100,100,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40014",2018-08-25,"chapel hill, north carolina","education; racism","ACTBAC; Appalachian Sons of the South; Carolina Defenders National Nomads","against removal of Confederate monument from University of North Carolina campus",2,12,12,12,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40321",2018-08-30,"chapel hill, north carolina","racism","general protestors","protesting removal of Confederate monument",2,50,50,50,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40322",2018-08-30,"hillsborough, north carolina","racism","general protestors","against confederate statue at UNC",1,NA,NA,NA,37135,"3731620",7115,1489,1294,1467,5130,804,180,227,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40341",2018-09-01,"madison, indiana","racism","KKK","generalized racism",2,12,12,12,18077,"1845990",11813,488,302,1189,8741,613,64,57,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40342",2018-09-01,"madison, indiana","racism","general counterprotestors","counter-protest; against KKK",1,200,200,200,18077,"1845990",11813,488,302,1189,8741,613,64,57,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40343",2018-09-01,"throop, pennsylvania","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,42069,"4276648",3937,39,39,381,2829,216,57,10,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40347",2018-09-02,"sammamish, washington","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,53033,"5361115",64674,818,818,17141,42303,11677,1479,1497,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40348",2018-09-03,"huxley, iowa","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate; First Nation Farmer Climate Unity March","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,19169,"1937920",3769,20,20,873,2382,284,59,18,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40869",2018-09-07,"clarkston, washington","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,53003,"5312630",7381,0,0,581,4979,154,63,9,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40916",2018-09-08,"homer, alaska","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,2122,"0233140",5709,29,29,824,4157,514,76,82,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41907",2018-09-08,"tubac, arizona","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,4023,"0475940",1375,0,0,410,1297,169,90,48,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42200",2018-09-08,"bishop, california","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,6027,"0606798",3745,41,41,587,2916,466,37,32,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43032",2018-09-08,"pagosa springs, colorado","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,8007,"0856860",2057,45,45,264,1418,63,7,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43033",2018-09-08,"paonia, colorado","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,8029,"0857300",1300,0,0,207,1000,112,24,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43068",2018-09-08,"winter park, colorado","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,8049,"0885705",659,15,15,194,584,81,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43076",2018-09-08,"middletown, connecticut","disability rights; economy; environment; immigration; racism; women's rights","Moral Monday CT","rallying for economic, racial, social, women's, environmental, disability, and immigrant justice",1,NA,NA,NA,9007,"0947290",46511,7043,6554,6498,31747,3886,790,878,5737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43080",2018-09-08,"torrington, connecticut","development; economy; energy; environment; indigenous peoples; labor; racism","Rise for Climate","for action against climate change; environmental, racial, and economic justice for all; no new fossil fuel development and a managed decline of existing fossil fuel production; a just transition to 100% renewable energy that protects workers, Indigenous peoples and frontline communities, both in these extractive industries and more broadly, and ensures family-sustaining jobs with the right to unionize, that are safe for people and the planet; just and equitable resiliency and recovery efforts led by the communities most impacted",1,NA,NA,NA,9005,"0976500",34489,1208,1179,3554,25444,1890,280,55,1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
