"","date","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents"
"12581",2020-07-24,"somers, new york","civil rights; patriotism; policing; racism","bikers","All Lives Matter, against Black Lives Matter protesters, for freedom, for patriotism",2,80,80,80,36119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12582",2020-07-24,"somers, new york","policing; racism","PowerUp Manchester","against systemic racism, Black Lives Matter",1,40,40,40,36119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12601",2020-07-25,"copley, california","education; policing; racism","students, Copley alumni and community members","make Black history a part of the curriculum; hire more Black teachers; Black Lives Matter; against racism",1,300,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12619",2020-07-25,"preston, connecticut","policing; racism","general protesters","Black Lives Matter; against police brutality",1,24,24,24,9011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12663",2020-07-25,"fort bragg, north carolina","racism","general protesters","against racism; against lack of substantial change to improve lives of Black Americans",1,NA,NA,NA,37051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12674",2020-07-25,"los vegas, nevada","policing; racism","general protesters","antiracism; Black Lives Matter; ""to bring attention to ongoing protests in Portland, Oregon",1,100,100,100,32003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12735",2020-07-25,"huntington, na","civil rights; free speech; policing; racism","general protesters","Black Lives Matter; free speech",1,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12748",2020-07-26,"hamden, connecticut","policing; racism","general protesters","Black Lives Matter; calling for people to vote and participate in the census",1,100,100,100,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12749",2020-07-26,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12772",2020-07-26,"saratoga, new york","policing; racism","general protesters","anti-racism; against police violence",1,150,150,150,36091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12808",2020-07-27,"fairfield, connecticut","policing; racism","general protesters","anti-racism; against police violence; in support of H.B. No. 6004",1,50,50,50,9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12907",2020-07-30,"lake buena vista, florida","policing; racism","NBA players and coaches","antiracism; against police brutality",1,NA,NA,NA,12095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12920",2020-07-30,"amherst, new york","policing; racism","general protesters","antiracism; against police brutality",1,50,70,60,36029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12956",2020-07-31,"alburquerque, new mexico","foreign affairs; indigenous peoples; policing; racism","The Red Nation","against Operation Legend federal program that would bring 35 federal agents to New Mexico, for abolishing police, against racism, for indigenous peoples' rights",1,500,500,500,35001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12978",2020-08-01,"tuscon, arizona","policing; racism","Stand Up, Fight Back Tucson","antiracism; against police brutality",1,100,100,100,4019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12987",2020-08-01,"san geronimo, california","policing; racism","general protesters","antiracism; against police brutality",1,30,30,30,6041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13011",2020-08-01,"chilmark, massachusetts","policing; racism","general protesters","Black Lives Matter",1,200,300,250,25007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13024",2020-08-01,"galloway, new jersey","environment; racism","general protesters","for racial and environmental justice",1,36,36,36,34001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13062",2020-08-02,"zinc, arkansas","policing; racism","Black Lives Matter protesters","against the Ku Klux Klan, against white supremacy and police brutality, against racial hatred, brown lives matter",1,NA,NA,NA,5009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13063",2020-08-02,"zinc, arkansas","policing; presidency; racism","general protesters","against Black Lives Matter protesters, for President Trump",2,NA,NA,NA,5009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13073",2020-08-02,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13091",2020-08-02,"pittsburge, pennsylvania","policing; racism","Veterans","Black Lives Matter",1,25,25,25,42003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13159",2020-08-05,"san luis obispo, oregon","economy; environment; healthcare; racism","NAACP","for action on healthcare and the environment and poverty, against racism",1,NA,NA,NA,6079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13282",2020-08-09,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13298",2020-08-09,"amherst, new york","policing; racism","general protesters","in support of Black Lives Matter",1,NA,NA,NA,36029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13316",2020-08-09,"barrington, rhode island","racism","Black Lives Matter Rhode Island","for hate crime charges in an argument between neighbors, against racism",1,NA,NA,NA,44001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13317",2020-08-09,"colliersville, tennessee","racism","general protesters","against racism, for removal of Confederate monument",1,30,30,30,47157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13472",2020-08-15,"montclair, new jersey","education; racism","100 Moms and Students of Color","Black Kids Matter; for accountability, justice and equality for Black and brown children in schools",1,250,250,250,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13505",2020-08-16,"ledyard, connecticut","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,9011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13506",2020-08-16,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13509",2020-08-16,"acton, massachusetts","racism","Racial Justice for Black Lives","for racial justice and equity",1,NA,NA,NA,25017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13557",2020-08-19,"tuscon, arizona","policing; racism","Stand Up, Fight Back Tucson; Tucson Anti-Repression Crew","in solidarity with arrested Black Lives Matter protesters",1,NA,NA,NA,4019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13604",2020-08-20,"mlwaukee, wisconsin","policing; racism","general protesters","in support of Black Lives Matter and against police brutality",1,500,500,500,55079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13621",2020-08-21,"oak grove, mississippi","education; racism","students","against racism, against school administrators' response to racism",1,24,24,24,28073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13631",2020-08-21,"berkeley springs, west virginia","policing; racism","general protesters","Black Lives Matter",1,500,600,550,54065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13644",2020-08-22,"longmount, colorado","policing; racism","general protesters","for justice for Jorge Rodriguez and Elijah McClain, against police brutality, against racism",1,100,100,100,8013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13656",2020-08-22,"waldo, missouri","policing; racism","general demonsrators","Black Lives Matter",1,NA,NA,NA,29095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13691",2020-08-23,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13706",2020-08-23,"hillsborough, new jersey","policing; racism","general protesters","Black Lives Matter; raising awarenses of injustices agaisnt marginalized communities",1,NA,NA,NA,34035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13734",2020-08-24,"schellsburg, pennsylvania","policing; racism","general protesters","antiracism; against police brutality; in honor of the 57th anniversary of Martin Luther King Jr.'s ""I Have A Dream"" speech",1,NA,NA,NA,42009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13778",2020-08-26,"bay lake, florida","policing; racism","Milwaukee Bucks; Orlando Magic; Oklahoma City Thunder; Houston Rockets; Los Angeles Lakers; Portland Trailblazers","against police brutality, anti-racism, justice for Jacob Blake",1,NA,NA,NA,12095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13821",2020-08-27,"lake buena vista, florida","racism","NBA players","against racial injustice",1,NA,NA,NA,12095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13936",2020-08-29,"edgewater, illinois","policing; racism","students","Black Lives Matter",1,NA,NA,NA,17031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13999",2020-08-30,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14032",2020-08-30,"jamestown, rhode island","policing; racism","general protesters","against racism, against police violence, for justice for Jacob Blake",1,50,50,50,44005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14077",2020-09-01,"morrison, colorado","covid; policing; racism","general protesters","in support of state coronavirus mask mandate, for Governor Jared Polis, Black Lives Matter",1,1,1,1,8059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14271",2020-09-05,"barrington, rhode island","policing; racism","general protesters","against racism, against police violence",1,100,100,100,44001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14287",2020-09-05,"hager, wisconsin","policing; racism","general protesters","Black Lives Matter, for justice for Jacob Blake",1,12,12,12,55093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14299",2020-09-06,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14322",2020-09-06,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14429",2020-09-10,"starksville, mississippi","policing; racism","student athletes; coaches; employees","for racial justice, Black Lives Matter",1,150,250,200,28105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14446",2020-09-10,"stanardsville, virginia","legislative; patriotism; policing; presidency; racism","Women for Good","for police, for Bob Good for Congress, for President Trump, against Black Lives Matter, for patriotism",2,25,25,25,51079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14487",2020-09-12,"dayton, florida","policing; racism","Dayton Black Panther Party; Miami Valley Abolitionists; Dayton Black Lives Matter","in protest of the arrest of George Lai, Black Lives Matter, for police accountability",1,30,30,30,12127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14488",2020-09-12,"lake buena vista, florida","policing; racism","general protesters","against racism, against police violence",1,6,6,6,12095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14496",2020-09-12,"ownesboro, kentucky","policing; racism","Black Student Unions","for justice for Jacob Blake, against police brutality, for police accountability, against racism",1,200,200,200,21059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14534",2020-09-12,"penfield, new york","policing; racism","general protesters","against racism, against police violence",1,300,300,300,36055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578",2020-09-13,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14585",2020-09-13,"foxboro, massachusetts","policing; racism","football players; Miami Dolphins","against racism, against police violence",1,NA,NA,NA,25021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14608",2020-09-13,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14634",2020-09-14,"pawleys island, south carolina","racism","Georgetown NAACP","against racism, for resignation of mayor",1,24,30,27,45043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14647",2020-09-15,"clifton park, new york","education; racism","general protesres","calling for the Shenendehowa School District to ban the Confederate flag",1,NA,NA,NA,36091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14654",2020-09-15,"delaware county, pennsylvania","racism; religion","white protesters","for racism, for Christian values",2,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14698",2020-09-17,"kochville, michigan","education; lgbtqia; racism","What About Us?","against racism, for LGBTQ rights, for unconscious bias training for students",1,50,50,50,26145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14699",2020-09-17,"murdock, minnesota","racism","Murdock Area Alliance Against Hate","against the Asatru Folk Assembly, against white supremacy",1,16,16,16,27151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14720",2020-09-18,"beloit, illinois","policing; presidency; racism","general protesters","Black Lives Matter, Donald Trump is a white supremacist full stop, ACAB, say their names",1,15,15,15,17201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14735",2020-09-18,"rootstown, ohio","education; racism","general protesters","against racism, for resignation of school superintendent",0,10,10,10,39133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14743",2020-09-18,"menomenie, wisconsin","banking and finance; education; policing; racism","Vote Mob; Leaders in Training; Your Turn Stout","against racism, for defunding police, for dissolving university police department, for investing in transformative justice",1,NA,NA,NA,55033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14755",2020-09-19,"west hollywood, california","policing; racism","general participants","Black Lives Matter",1,24,24,24,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14760",2020-09-19,"talladega, florida","policing; racism","Talladega Black Justice League","against racism, against police violence",1,NA,NA,NA,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14816",2020-09-20,"pacific beach, california","policing; racism","general protesters","against racism, against police violence",1,24,24,24,6073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14821",2020-09-20,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14823",2020-09-20,"schaumberg, illinois","democracy; presidency; racism","general protesters","against President Trump, against fascism, against racism",1,24,24,24,17031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14825",2020-09-20,"wellfleet, massachusetts","policing; racism","adults; children","Black Lives Matter",1,100,100,100,25001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14848",2020-09-20,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14879",2020-09-21,"springettsbury, pennsylvania","education; racism","general protesters","against racism, against tabling of diversity curriculum for Central York School District",1,100,100,100,42133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14915",2020-09-23,"san  francisco, california","policing; racism","general protesters","against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,200,200,200,6075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14951",2020-09-23,"florrisant, missouri","policing; racism","general protesters","against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,NA,NA,NA,29189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15087",2020-09-25,"west hollywood, california","policing; racism","general protesters","against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,NA,NA,NA,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15143",2020-09-25,"doylestown borough, pennsylvania","policing; racism","general demonstrators","against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15203",2020-09-26,"vermilion, illinois","presidency; racism","general protesters","against racism, for social justice, for Joe Biden for president",1,12,12,12,17045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15220",2020-09-26,"natick, massachusetts","policing; presidency; racism","general protesters","against President Trump, Black Lives Matter",1,NA,NA,NA,25017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15275",2020-09-26,"centre county, pennsylvania","policing; racism","Penn State Black Student Athletes, Black Caucus; 3/20 coalition","against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,NA,NA,NA,42027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15283",2020-09-26,"barrington, rhode island","policing; racism","Black Lives Matter Rhode Island","against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,12,12,12,44001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15310",2020-09-27,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15343",2020-09-27,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15386",2020-09-29,"jones county, michigan","policing; racism","students; Black Lives Matter","Black Lives Matter",1,12,12,12,26027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15432",2020-10-01,"santa barbera, california","education; policing; racism","Cops Off Campus","for abolishing university police, against racism",1,100,100,100,6083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15437",2020-10-01,"midland, illinois","policing; racism","Black Student Union","against racism, against police violence",1,100,100,100,17039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15457",2020-10-01,"pawleys island, south carolina","racism","NAACP of Georgetown","against racism, for resignation of mayor",1,12,12,12,45043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15473",2020-10-02,"kapa'a, hawaii","presidency; racism","general protesters","against President Trump, against racism",1,2,2,2,15007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15475",2020-10-02,"midland, illinois","policing; racism","Northwood University Black Student Union","against racism, against police violence",1,75,75,75,17039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15583",2020-10-03,"rio rancho, na","democracy; racism","Black New Mexico Movement","against racism, for voting rights",1,70,70,70,35043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15592",2020-10-04,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15615",2020-10-04,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15749",2020-10-10,"springvale, maine","policing; racism","Black Lives Matter Maine","against racism, against police violence, for justice for George Floyd",1,NA,NA,NA,23031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15769",2020-10-10,"elk grove, pennsylvania","policing; racism","Black Lives Matter Sacramento","against racism, against police violence, for firing police officer accused of harassing Black teen",1,24,24,24,42037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15771",2020-10-10,"pawleys island, south carolina","racism","NAACP of Georgetown","against racism, for resignation of Pawleys Island Mayor Brian Henry",1,36,36,36,45043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15786",2020-10-11,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15808",2020-10-11,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16042",2020-10-18,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16066",2020-10-18,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16068",2020-10-18,"narragansett, rhode island","democracy; environment; judiciary; presidency; racism; reproductive rights; women's rights",NA,"for women's rights, for reproductive rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration, against racism, for voting rights, for action against climate change, for Joe Biden",1,24,24,24,44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16081",2020-10-19,"acadia parish, louisiana","policing; racism","general protesters","against racism, against police brutality, for justice for Edward Troy Yokum Jr.",1,NA,NA,NA,22001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16082",2020-10-19,"hermon, maine","policing; presidency; racism; women's rights","general protesters","against President Trump, Black Lives Matter, women's rights are human rights",1,NA,NA,NA,23019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16148",2020-10-22,"asbury, new jersey","policing; racism","Asbury Park Demands Police Oversight; Help Not Handcuffs; Asbury Park Transformative Justice Project","for justice for Hasani Best, against police violence, Black Lives Matter",1,50,50,50,34041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16189",2020-10-24,"coventry, connecticut","racism","general protestors","against racism",1,NA,NA,NA,9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16228",2020-10-24,"setauket, new york","policing; racism","Justice for George Long Island","against racism, against police violence",1,NA,NA,NA,36103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16261",2020-10-25,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16287",2020-10-25,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16332",2020-10-27,"keene, new york","covid; economy; labor; policing; presidency; racism","The Frontline","against President Trump, against federal response to COVID-19, against police violence, against racism, against job loss",1,NA,NA,NA,36031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16366",2020-10-28,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,700,700,700,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16367",2020-10-28,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16391",2020-10-29,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16415",2020-10-30,"sarasota, new york","education; racism","Manasota Mamas for Change; Answer Suncoast, Black Lives Matter Manasota Alliance, Manasota Mamas for Change, Party for Socialism & Liberation, The Leaders Right’s Organization and United Youth of Sarasota","against racism in local schools",1,NA,NA,NA,36091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16419",2020-10-30,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16423",2020-10-30,"saint paul, washington","democracy; racism","NAACP Washington Branch","for voting rights, for empowering Black voters",1,NA,NA,NA,27123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16437",2020-10-31,"west hollywood, california","policing; racism","general protesters","against racism, against police brutality",1,40,60,50,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16470",2020-10-31,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16473",2020-10-31,"abiline, texas","education; racism","League of United Latin American Citizens","against racism, for right to speak native language in schools, in commemoration of 1969 Chicano march",1,30,30,30,48441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16492",2020-11-01,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16514",2020-11-01,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16537",2020-11-02,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16568",2020-11-03,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16607",2020-11-04,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16637",2020-11-05,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16663",2020-11-06,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16678",2020-11-07,"coventry, connecticut","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16688",2020-11-07,"west hollywood, louisiana","policing; racism","general protesters","in memoriam of Weezy, Black Lives Matter",1,NA,NA,NA,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16689",2020-11-07,"west hollywood, louisiana","policing; presidency; racism","general protesters","against Black Lives Matter, for President Trump",2,NA,NA,NA,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16721",2020-11-07,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16732",2020-11-08,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16749",2020-11-08,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16751",2020-11-08,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16769",2020-11-09,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
